Sentence-IPA	Sentence Orthography	Sentence ID	Dialogue	Notes	Speaker ID	Stress of target	Focus type	Dialect	Dialogue element	File path
ov «χɑnutəs» əsɑv	Ո՞վ «խանութս» ըսաւ։	sp11_d173_s2s_tS_q	sp11_d173_s2s_tS		sp11	penultimate stress (-əs)	subject focus	WA	question	data/data-few-issues/WA
mɑɾjɑmə «bɑɾɑkɑ» əsɑv	Մարիամը «պարագայ» ըսաւ։	sp11_d174_s3_tO_a	sp11_d174_s3_tO		sp11	final stress	object focus	WA	answer	data/data-few-issues/WA
mɑɾjɑmə int͡ʃ əsɑv	Մարիամը ի՞նչ ըսաւ։	sp11_d174_s3_tO_q	sp11_d174_s3_tO		sp11	final stress	object focus	WA	question	data/data-few-issues/WA
mɑɾjɑmə «puʒumət» əsɑv	Մարիամը «բուժումդ» ըսաւ։	sp11_d175_s2t_tO_a	sp11_d175_s2t_tO		sp11	penultimate stress (-ət)	object focus	WA	answer	data/data-few-issues/WA
mɑɾjɑmə int͡ʃ əsɑv	Մարիամը ի՞նչ ըսաւ։	sp11_d175_s2t_tO_q	sp11_d175_s2t_tO		sp11	penultimate stress (-ət)	object focus	WA	question	data/data-few-issues/WA
mɑɾjɑmə «uteɾoɾt» əsɑv	Մարիամը «ութերորդ» ըսաւ	sp11_d176_s1o_tV_a	sp11_d176_s1o_tV		sp11	initial stress (ordinal)	verb focus	WA	answer	data/data-few-issues/WA
vot͡ʃ	Ոչ	sp11_d176_s1o_tV_i	sp11_d176_s1o_tV		sp11	initial stress (ordinal)	verb focus	WA	interjection	data/data-few-issues/WA
t͡ʃəɡɑɾtɑt͡s	չկարդաց։	sp11_d176_s1o_tV_n	sp11_d176_s1o_tV		sp11	initial stress (ordinal)	verb focus	WA	negation	data/data-few-issues/WA
mɑɾjɑmə «uteɾoɾt» ɡɑɾtɑt͡s	Մարիամը «ութերորդ» կարդա՞ց։	sp11_d176_s1o_tV_q	sp11_d176_s1o_tV		sp11	initial stress (ordinal)	verb focus	WA	question	data/data-few-issues/WA
mɑɾjɑmə «mɑdidi» əsɑv	Մարիամը «մատիտի» ըսաւ։	sp11_d177_s3_tO_a	sp11_d177_s3_tO		sp11	final stress	object focus	WA	answer	data/data-few-issues/WA
mɑɾjɑmə int͡ʃ əsɑv	Մարիամը ի՞նչ ըսաւ։	sp11_d177_s3_tO_q	sp11_d177_s3_tO		sp11	final stress	object focus	WA	question	data/data-few-issues/WA
mɑɾjɑmə «kit͡ʃeɾə» əsɑv	Մարիամը «քիչերը» ըսաւ։	sp11_d178_s2_tS_a	sp11_d178_s2_tS		sp11	penultimate stress (-ə)	subject focus	WA	answer	data/data-few-issues/WA
ov «kit͡ʃeɾə» əsɑv	Ո՞վ «քիչերը» ըսաւ։	sp11_d178_s2_tS_q	sp11_d178_s2_tS		sp11	penultimate stress (-ə)	subject focus	WA	question	data/data-few-issues/WA
mɑɾjɑmə «kɑt͡ʃoɾen» əsɑv	Մարիամը «քաջօրէն» ըսաւ։	sp11_d179_s1a_tS_a	sp11_d179_s1a_tS		sp11	initial stress (adverb)	subject focus	WA	answer	data/data-few-issues/WA
ov «kɑt͡ʃoɾen» əsɑv	Ո՞վ «քաջօրէն» ըսաւ։	sp11_d179_s1a_tS_q	sp11_d179_s1a_tS		sp11	initial stress (adverb)	subject focus	WA	question	data/data-few-issues/WA
mɑɾjɑmə «tɑpelu» əsɑv	Մարիամը «թափելու» ըսաւ։	sp11_d18_s3_tO_a	sp11_d18_s3_tO		sp11	final stress	object focus	WA	answer	data/data-few-issues/WA
mɑɾjɑmə int͡ʃ əsɑv	Մարիամը ի՞նչ ըսաւ։	sp11_d18_s3_tO_q	sp11_d18_s3_tO		sp11	final stress	object focus	WA	question	data/data-few-issues/WA
mɑɾjɑmə «zudoɾen» əsɑv	Մարիամը «զուտօրէն» ըսաւ։	sp11_d180_s1a_tO_a	sp11_d180_s1a_tO		sp11	initial stress (adverb)	object focus	WA	answer	data/data-few-issues/WA
mɑɾjɑmə int͡ʃ əsɑv	Մարիամը ի՞նչ ըսաւ։	sp11_d180_s1a_tO_q	sp11_d180_s1a_tO		sp11	initial stress (adverb)	object focus	WA	question	data/data-few-issues/WA
mɑɾjɑmə «pɑpuɡəs» əsɑv	Մարիամը «փափուկս» ըսաւ	sp11_d181_s2s_tV_a	sp11_d181_s2s_tV		sp11	penultimate stress (-əs)	verb focus	WA	answer	data/data-few-issues/WA
vot͡ʃ	Ոչ	sp11_d181_s2s_tV_i	sp11_d181_s2s_tV		sp11	penultimate stress (-əs)	verb focus	WA	interjection	data/data-few-issues/WA
t͡ʃəɡɑɾtɑt͡s	չկարդաց։	sp11_d181_s2s_tV_n	sp11_d181_s2s_tV		sp11	penultimate stress (-əs)	verb focus	WA	negation	data/data-few-issues/WA
mɑɾjɑmə «pɑpuɡəs» ɡɑɾtɑt͡s	Մարիամը «փափուկս» կարդա՞ց։	sp11_d181_s2s_tV_q	sp11_d181_s2s_tV		sp11	penultimate stress (-əs)	verb focus	WA	question	data/data-few-issues/WA
mɑɾjɑmə «ɡoʃiɡi» əsɑv	Մարիամը «կօշիկի» ըսաւ	sp11_d182_s3_tV_a	sp11_d182_s3_tV		sp11	final stress	verb focus	WA	answer	data/data-few-issues/WA
vot͡ʃ	Ոչ	sp11_d182_s3_tV_i	sp11_d182_s3_tV		sp11	final stress	verb focus	WA	interjection	data/data-few-issues/WA
t͡ʃəɡɑɾtɑt͡s	չկարդաց։	sp11_d182_s3_tV_n	sp11_d182_s3_tV		sp11	final stress	verb focus	WA	negation	data/data-few-issues/WA
mɑɾjɑmə «ɡoʃiɡi» ɡɑɾtɑt͡s	Մարիամը «կօշիկի» կարդա՞ց։	sp11_d182_s3_tV_q	sp11_d182_s3_tV		sp11	final stress	verb focus	WA	question	data/data-few-issues/WA
mɑɾjɑmə «putoɾen» əsɑv	Մարիամը «բութօրէն» ըսաւ	sp11_d183_s1a_tV_a	sp11_d183_s1a_tV		sp11	initial stress (adverb)	verb focus	WA	answer	data/data-few-issues/WA
vot͡ʃ	Ոչ	sp11_d183_s1a_tV_i	sp11_d183_s1a_tV		sp11	initial stress (adverb)	verb focus	WA	interjection	data/data-few-issues/WA
t͡ʃəɡɑɾtɑt͡s	չկարդաց։	sp11_d183_s1a_tV_n	sp11_d183_s1a_tV		sp11	initial stress (adverb)	verb focus	WA	negation	data/data-few-issues/WA
mɑɾjɑmə «putoɾen» ɡɑɾtɑt͡s	Մարիամը «բութօրէն» կարդա՞ց։	sp11_d183_s1a_tV_q	sp11_d183_s1a_tV		sp11	initial stress (adverb)	verb focus	WA	question	data/data-few-issues/WA
mɑɾjɑmə «χɑt͡ʃelu» əsɑv	Մարիամը «խաչելու» ըսաւ։	sp11_d184_s3_tO_a	sp11_d184_s3_tO		sp11	final stress	object focus	WA	answer	data/data-few-issues/WA
mɑɾjɑmə int͡ʃ əsɑv	Մարիամը ի՞նչ ըսաւ։	sp11_d184_s3_tO_q	sp11_d184_s3_tO		sp11	final stress	object focus	WA	question	data/data-few-issues/WA
mɑɾjɑmə «χɑt͡ʃelu» əsɑv	Մարիամը «խաչելու» ըսաւ։	sp11_d184r_s3_tO_a	sp11_d184r_s3_tO		sp11	final stress	object focus	WA	answer	data/data-few-issues/WA
mɑɾjɑmə int͡ʃ əsɑv	Մարիամը ի՞նչ ըսաւ։	sp11_d184r_s3_tO_q	sp11_d184r_s3_tO		sp11	final stress	object focus	WA	question	data/data-few-issues/WA
mɑɾjɑmə «tukeɾə» əsɑv	Մարիամը «թուքերը» ըսաւ։	sp11_d185_s2_tO_a	sp11_d185_s2_tO		sp11	penultimate stress (-ə)	object focus	WA	answer	data/data-few-issues/WA
mɑɾjɑmə int͡ʃ əsɑv	Մարիամը ի՞նչ ըսաւ։	sp11_d185_s2_tO_q	sp11_d185_s2_tO		sp11	penultimate stress (-ə)	object focus	WA	question	data/data-few-issues/WA
mɑɾjɑmə «ʃiʃeɾu» əsɑv	Մարիամը «շիշերու» ըսաւ	sp11_d186_s3_tV_a	sp11_d186_s3_tV		sp11	final stress	verb focus	WA	answer	data/data-few-issues/WA
vot͡ʃ	Ոչ	sp11_d186_s3_tV_i	sp11_d186_s3_tV		sp11	final stress	verb focus	WA	interjection	data/data-few-issues/WA
t͡ʃəɡɑɾtɑt͡s	չկարդաց։	sp11_d186_s3_tV_n	sp11_d186_s3_tV		sp11	final stress	verb focus	WA	negation	data/data-few-issues/WA
mɑɾjɑmə «ʃiʃeɾu» ɡɑɾtɑt͡s	Մարիամը «շիշերու» կարդա՞ց։	sp11_d186_s3_tV_q	sp11_d186_s3_tV		sp11	final stress	verb focus	WA	question	data/data-few-issues/WA
mɑɾjɑmə «puʒumi» əsɑv	Մարիամը «բուժումի» ըսաւ։	sp11_d187_s3_tS_a	sp11_d187_s3_tS		sp11	final stress	subject focus	WA	answer	data/data-few-issues/WA
ov «puʒumi» əsɑv	Ո՞վ «բուժումի» ըսաւ։	sp11_d187_s3_tS_q	sp11_d187_s3_tS		sp11	final stress	subject focus	WA	question	data/data-few-issues/WA
mɑɾjɑmə «tɑtiɡə» əsɑv	Մարիամը «թաթիկը» ըսաւ	sp11_d188_s2_tV_a	sp11_d188_s2_tV		sp11	penultimate stress (-ə)	verb focus	WA	answer	data/data-few-issues/WA
vot͡ʃ	Ոչ	sp11_d188_s2_tV_i	sp11_d188_s2_tV		sp11	penultimate stress (-ə)	verb focus	WA	interjection	data/data-few-issues/WA
t͡ʃəɡɑɾtɑt͡s	չկարդաց։	sp11_d188_s2_tV_n	sp11_d188_s2_tV		sp11	penultimate stress (-ə)	verb focus	WA	negation	data/data-few-issues/WA
mɑɾjɑmə «tɑtiɡə» ɡɑɾtɑt͡s	Մարիամը «թաթիկը» կարդա՞ց։	sp11_d188_s2_tV_q	sp11_d188_s2_tV		sp11	penultimate stress (-ə)	verb focus	WA	question	data/data-few-issues/WA
mɑɾjɑmə «putoɾen» əsɑv	Մարիամը «բութօրէն» ըսաւ։	sp11_d189_s1a_tS_a_?	sp11_d189_s1a_tS	background noise	sp11	initial stress (adverb)	subject focus	WA	answer	data/data-moderate-issues/noise-mild/WA
ov «putoɾen» əsɑv	Ո՞վ «բութօրէն» ըսաւ։	sp11_d189_s1a_tS_q	sp11_d189_s1a_tS		sp11	initial stress (adverb)	subject focus	WA	question	data/data-few-issues/WA
mɑɾjɑmə «pɑpuɡi» əsɑv	Մարիամը «փափուկի» ըսաւ։	sp11_d19_s3_tO_a	sp11_d19_s3_tO		sp11	final stress	object focus	WA	answer	data/data-few-issues/WA
mɑɾjɑmə int͡ʃ əsɑv	Մարիամը ի՞նչ ըսաւ։	sp11_d19_s3_tO_q	sp11_d19_s3_tO		sp11	final stress	object focus	WA	question	data/data-few-issues/WA
mɑɾjɑmə «bɑɾɑkɑ» əsɑv	Մարիամը «պարագայ» ըսաւ։	sp11_d190_s3_tS_a	sp11_d190_s3_tS		sp11	final stress	subject focus	WA	answer	data/data-few-issues/WA
ov «bɑɾɑkɑ» əsɑv	Ո՞վ «պարագայ» ըսաւ։	sp11_d190_s3_tS_q	sp11_d190_s3_tS		sp11	final stress	subject focus	WA	question	data/data-few-issues/WA
mɑɾjɑmə «zɑdiɡət» əsɑv	Մարիամը «զատիկդ» ըսաւ։	sp11_d191_s2t_tO_a	sp11_d191_s2t_tO		sp11	penultimate stress (-ət)	object focus	WA	answer	data/data-few-issues/WA
mɑɾjɑmə int͡ʃ əsɑv	Մարիամը ի՞նչ ըսաւ։	sp11_d191_s2t_tO_q	sp11_d191_s2t_tO		sp11	penultimate stress (-ət)	object focus	WA	question	data/data-few-issues/WA
mɑɾjɑmə «pobiɡə» əsɑv	Մարիամը «բոպիկը» ըսաւ։	sp11_d192_s2_tS_a	sp11_d192_s2_tS		sp11	penultimate stress (-ə)	subject focus	WA	answer	data/data-few-issues/WA
ov «pobiɡə» əsɑv	Ո՞վ «բոպիկը» ըսաւ։	sp11_d192_s2_tS_q	sp11_d192_s2_tS		sp11	penultimate stress (-ə)	subject focus	WA	question	data/data-few-issues/WA
mɑɾjɑmə «zɑdiɡi» əsɑv	Մարիամը «զատիկի» ըսաւ։	sp11_d193_s3_tS_a	sp11_d193_s3_tS		sp11	final stress	subject focus	WA	answer	data/data-few-issues/WA
ov «zɑdiɡi» əsɑv	Ո՞վ «զատիկի» ըսաւ։	sp11_d193_s3_tS_q	sp11_d193_s3_tS		sp11	final stress	subject focus	WA	question	data/data-few-issues/WA
mɑɾjɑmə «zɑdelə» əsɑv	Մարիամը «զատելը» ըսաւ։	sp11_d194_s2_tS_a	sp11_d194_s2_tS		sp11	penultimate stress (-ə)	subject focus	WA	answer	data/data-few-issues/WA
ov «zɑdelə» əsɑv	Ո՞վ «զատելը» ըսաւ։	sp11_d194_s2_tS_q	sp11_d194_s2_tS		sp11	penultimate stress (-ə)	subject focus	WA	question	data/data-few-issues/WA
mɑɾjɑmə «kiʃeɾə» əsɑv	Մարիամը «գիշերը» ըսաւ	sp11_d195_s2_tV_a	sp11_d195_s2_tV		sp11	penultimate stress (-ə)	verb focus	WA	answer	data/data-few-issues/WA
vot͡ʃ	Ոչ	sp11_d195_s2_tV_i	sp11_d195_s2_tV		sp11	penultimate stress (-ə)	verb focus	WA	interjection	data/data-few-issues/WA
t͡ʃəɡɑɾtɑt͡s	չկարդաց։	sp11_d195_s2_tV_n	sp11_d195_s2_tV		sp11	penultimate stress (-ə)	verb focus	WA	negation	data/data-few-issues/WA
mɑɾjɑmə «kiʃeɾə» ɡɑɾtɑt͡s	Մարիամը «գիշերը» կարդա՞ց։	sp11_d195_s2_tV_q	sp11_d195_s2_tV		sp11	penultimate stress (-ə)	verb focus	WA	question	data/data-few-issues/WA
mɑɾjɑmə «pɑt͡sɑɡɑ» əsɑv	Մարիամը «բացակայ» ըսաւ։	sp11_d196_s3_tO_a	sp11_d196_s3_tO		sp11	final stress	object focus	WA	answer	data/data-few-issues/WA
mɑɾjɑmə int͡ʃ əsɑv	Մարիամը ի՞նչ ըսաւ։	sp11_d196_s3_tO_q	sp11_d196_s3_tO		sp11	final stress	object focus	WA	question	data/data-few-issues/WA
mɑɾjɑmə «sudoɾen» əsɑv	Մարիամը «սուտօրէն» ըսաւ։	sp11_d197_s1a_tO_a	sp11_d197_s1a_tO		sp11	initial stress (adverb)	object focus	WA	answer	data/data-few-issues/WA
mɑɾjɑmə int͡ʃ əsɑv	Մարիամը ի՞նչ ըսաւ։	sp11_d197_s1a_tO_q	sp11_d197_s1a_tO		sp11	initial stress (adverb)	object focus	WA	question	data/data-few-issues/WA
mɑɾjɑmə «zɑdiɡət» əsɑv	Մարիամը «զատիկդ» ըսաւ։	sp11_d198_s2t_tS_a	sp11_d198_s2t_tS		sp11	penultimate stress (-ət)	subject focus	WA	answer	data/data-few-issues/WA
ov «zɑdiɡət» əsɑv	Ո՞վ «զատիկդ» ըսաւ։	sp11_d198_s2t_tS_q	sp11_d198_s2t_tS		sp11	penultimate stress (-ət)	subject focus	WA	question	data/data-few-issues/WA
mɑɾjɑmə «kiteɾə» əsɑv	Մարիամը «քիթերը» ըսաւ	sp11_d199_s2_tV_a	sp11_d199_s2_tV		sp11	penultimate stress (-ə)	verb focus	WA	answer	data/data-few-issues/WA
vot͡ʃ	Ոչ	sp11_d199_s2_tV_i	sp11_d199_s2_tV		sp11	penultimate stress (-ə)	verb focus	WA	interjection	data/data-few-issues/WA
t͡ʃəɡɑɾtɑt͡s	չկարդաց։	sp11_d199_s2_tV_n	sp11_d199_s2_tV		sp11	penultimate stress (-ə)	verb focus	WA	negation	data/data-few-issues/WA
mɑɾjɑmə «kiteɾə» ɡɑɾtɑt͡s	Մարիամը «քիթերը» կարդա՞ց։	sp11_d199_s2_tV_q	sp11_d199_s2_tV		sp11	penultimate stress (-ə)	verb focus	WA	question	data/data-few-issues/WA
mɑɾjɑmə «hododɑ» əsɑv	Մարիամը «հոտոտայ» ըսաւ։	sp11_d2_s3_tS_a	sp11_d2_s3_tS		sp11	final stress	subject focus	WA	answer	data/data-few-issues/WA
ov «hododɑ» əsɑv	Ո՞վ «հոտոտայ» ըսաւ։	sp11_d2_s3_tS_q_?	sp11_d2_s3_tS	pause	sp11	final stress	subject focus	WA	question	data/data-moderate-issues/pause-mild/WA
mɑɾjɑmə «hododɑ» əsɑv	Մարիամը «հոտոտայ» ըսաւ։	sp11_d20_s3_tO_a	sp11_d20_s3_tO		sp11	final stress	object focus	WA	answer	data/data-few-issues/WA
mɑɾjɑmə int͡ʃ əsɑv	Մարիամը ի՞նչ ըսաւ։	sp11_d20_s3_tO_q	sp11_d20_s3_tO		sp11	final stress	object focus	WA	question	data/data-few-issues/WA
mɑɾjɑmə «d͡ʒɑɡɑdi» əsɑv	Մարիամը «ճակատի» ըսաւ։	sp11_d200_s3_tO_a	sp11_d200_s3_tO		sp11	final stress	object focus	WA	answer	data/data-few-issues/WA
mɑɾjɑmə int͡ʃ əsɑv	Մարիամը ի՞նչ ըսաւ։	sp11_d200_s3_tO_q	sp11_d200_s3_tO		sp11	final stress	object focus	WA	question	data/data-few-issues/WA
mɑɾjɑmə «desɑɡə» əsɑv	Մարիամը «տեսակը» ըսաւ։	sp11_d201_s2_tS_a	sp11_d201_s2_tS		sp11	penultimate stress (-ə)	subject focus	WA	answer	data/data-few-issues/WA
ov «desɑɡə» əsɑv	Ո՞վ «տեսակը» ըսաւ։	sp11_d201_s2_tS_q	sp11_d201_s2_tS		sp11	penultimate stress (-ə)	subject focus	WA	question	data/data-few-issues/WA
mɑɾjɑmə «puʒelu» əsɑv	Մարիամը «բուժելու» ըսաւ	sp11_d202_s3_tV_a	sp11_d202_s3_tV		sp11	final stress	verb focus	WA	answer	data/data-few-issues/WA
vot͡ʃ	Ոչ	sp11_d202_s3_tV_i	sp11_d202_s3_tV		sp11	final stress	verb focus	WA	interjection	data/data-few-issues/WA
t͡ʃəɡɑɾtɑt͡s	չկարդաց։	sp11_d202_s3_tV_n	sp11_d202_s3_tV		sp11	final stress	verb focus	WA	negation	data/data-few-issues/WA
mɑɾjɑmə «puʒelu» ɡɑɾtɑt͡s	Մարիամը «բուժելու» կարդա՞ց։	sp11_d202_s3_tV_q	sp11_d202_s3_tV		sp11	final stress	verb focus	WA	question	data/data-few-issues/WA
mɑɾjɑmə «tɑdelə» əsɑv	Մարիամը «դատելը» ըսաւ։	sp11_d203_s2_tO_a	sp11_d203_s2_tO		sp11	penultimate stress (-ə)	object focus	WA	answer	data/data-few-issues/WA
mɑɾjɑmə int͡ʃ əsɑv	Մարիամը ի՞նչ ըսաւ։	sp11_d203_s2_tO_q	sp11_d203_s2_tO		sp11	penultimate stress (-ə)	object focus	WA	question	data/data-few-issues/WA
mɑɾjɑmə «ɡoʃiɡi» əsɑv	Մարիամը «կօշիկի» ըսաւ։	sp11_d204_s3_tO_a	sp11_d204_s3_tO		sp11	final stress	object focus	WA	answer	data/data-few-issues/WA
mɑɾjɑmə int͡ʃ əsɑv	Մարիամը ի՞նչ ըսաւ։	sp11_d204_s3_tO_q	sp11_d204_s3_tO		sp11	final stress	object focus	WA	question	data/data-few-issues/WA
mɑɾjɑmə «χidoɾen» əsɑv	Մարիամը «խիտօրէն» ըսաւ	sp11_d205_s1a_tV_a	sp11_d205_s1a_tV		sp11	initial stress (adverb)	verb focus	WA	answer	data/data-few-issues/WA
vot͡ʃ	Ոչ	sp11_d205_s1a_tV_i	sp11_d205_s1a_tV		sp11	initial stress (adverb)	verb focus	WA	interjection	data/data-few-issues/WA
t͡ʃəɡɑɾtɑt͡s	չկարդաց։	sp11_d205_s1a_tV_n	sp11_d205_s1a_tV		sp11	initial stress (adverb)	verb focus	WA	negation	data/data-few-issues/WA
mɑɾjɑmə «χidoɾen» ɡɑɾtɑt͡s	Մարիամը «խիտօրէն» կարդա՞ց։	sp11_d205_s1a_tV_q	sp11_d205_s1a_tV		sp11	initial stress (adverb)	verb focus	WA	question	data/data-few-issues/WA
mɑɾjɑmə «tidelu» əsɑv	Մարիամը «դիտելու» ըսաւ։	sp11_d206_s3_tO_a	sp11_d206_s3_tO		sp11	final stress	object focus	WA	answer	data/data-few-issues/WA
mɑɾjɑmə int͡ʃ əsɑv	Մարիամը ի՞նչ ըսաւ։	sp11_d206_s3_tO_q	sp11_d206_s3_tO		sp11	final stress	object focus	WA	question	data/data-few-issues/WA
mɑɾjɑmə «desɑɡi» əsɑv	Մարիամը «տեսակի» ըսաւ	sp11_d207_s3_tV_a	sp11_d207_s3_tV		sp11	final stress	verb focus	WA	answer	data/data-few-issues/WA
vot͡ʃ	Ոչ	sp11_d207_s3_tV_i	sp11_d207_s3_tV		sp11	final stress	verb focus	WA	interjection	data/data-few-issues/WA
t͡ʃəɡɑɾtɑt͡s	չկարդաց։	sp11_d207_s3_tV_n	sp11_d207_s3_tV		sp11	final stress	verb focus	WA	negation	data/data-few-issues/WA
mɑɾjɑmə «desɑɡi» ɡɑɾtɑt͡s	Մարիամը «տեսակի» կարդա՞ց։	sp11_d207_s3_tV_q	sp11_d207_s3_tV		sp11	final stress	verb focus	WA	question	data/data-few-issues/WA
mɑɾjɑmə «mɑdidi» əsɑv	Մարիամը «մատիտի» ըսաւ։	sp11_d208_s3_tS_a	sp11_d208_s3_tS		sp11	final stress	subject focus	WA	answer	data/data-few-issues/WA
ov «mɑdidi» əsɑv	Ո՞վ «մատիտի» ըսաւ։	sp11_d208_s3_tS_q	sp11_d208_s3_tS		sp11	final stress	subject focus	WA	question	data/data-few-issues/WA
mɑɾjɑmə «tidelu» əsɑv	Մարիամը «դիտելու» ըսաւ։	sp11_d209_s3_tS_a	sp11_d209_s3_tS		sp11	final stress	subject focus	WA	answer	data/data-few-issues/WA
ov «tidelu» əsɑv	Ո՞վ «դիտելու» ըսաւ։	sp11_d209_s3_tS_q	sp11_d209_s3_tS		sp11	final stress	subject focus	WA	question	data/data-few-issues/WA
mɑɾjɑmə «ʃukeɾu» əsɑv	Մարիամը «շուքերու» ըսաւ։	sp11_d21_s3_tS_a	sp11_d21_s3_tS		sp11	final stress	subject focus	WA	answer	data/data-few-issues/WA
ov «ʃukeɾu» əsɑv	Ո՞վ «շուքերու» ըսաւ։	sp11_d21_s3_tS_q	sp11_d21_s3_tS		sp11	final stress	subject focus	WA	question	data/data-few-issues/WA
mɑɾjɑmə «ɡiselu» əsɑv	Մարիամը «կիսելու» ըսաւ։	sp11_d210_s3_tS_a	sp11_d210_s3_tS		sp11	final stress	subject focus	WA	answer	data/data-few-issues/WA
ov «ɡiselu» əsɑv	Ո՞վ «կիսելու» ըսաւ։	sp11_d210_s3_tS_q	sp11_d210_s3_tS		sp11	final stress	subject focus	WA	question	data/data-few-issues/WA
mɑɾjɑmə «mɑnuɡət» əsɑv	Մարիամը «մանուկդ» ըսաւ։	sp11_d211_s2t_tO_a	sp11_d211_s2t_tO		sp11	penultimate stress (-ət)	object focus	WA	answer	data/data-few-issues/WA
mɑɾjɑmə int͡ʃ əsɑv	Մարիամը ի՞նչ ըսաւ։	sp11_d211_s2t_tO_q	sp11_d211_s2t_tO		sp11	penultimate stress (-ət)	object focus	WA	question	data/data-few-issues/WA
mɑɾjɑmə «pɑt͡sɑɡɑ» əsɑv	Մարիամը «բացակայ» ըսաւ։	sp11_d212_s3_tS_a	sp11_d212_s3_tS		sp11	final stress	subject focus	WA	answer	data/data-few-issues/WA
ov «pɑt͡sɑɡɑ» əsɑv	Ո՞վ «բացակայ» ըսաւ։	sp11_d212_s3_tS_q	sp11_d212_s3_tS		sp11	final stress	subject focus	WA	question	data/data-few-issues/WA
mɑɾjɑmə «puʒelu» əsɑv	Մարիամը «բուժելու» ըսաւ։	sp11_d213_s3_tS_a	sp11_d213_s3_tS		sp11	final stress	subject focus	WA	answer	data/data-few-issues/WA
ov «puʒelu» əsɑv	Ո՞վ «բուժելու» ըսաւ։	sp11_d213_s3_tS_q	sp11_d213_s3_tS		sp11	final stress	subject focus	WA	question	data/data-few-issues/WA
mɑɾjɑmə «t͡ʃutɑɡi» əsɑv	Մարիամը «ջութակի» ըսաւ։	sp11_d214_s3_tO_a	sp11_d214_s3_tO		sp11	final stress	object focus	WA	answer	data/data-few-issues/WA
mɑɾjɑmə int͡ʃ əsɑv	Մարիամը ի՞նչ ըսաւ։	sp11_d214_s3_tO_q	sp11_d214_s3_tO		sp11	final stress	object focus	WA	question	data/data-few-issues/WA
mɑɾjɑmə «ɡudeɾə» əsɑv	Մարիամը «կուտերը» ըսաւ։	sp11_d215_s2_tS_a	sp11_d215_s2_tS		sp11	penultimate stress (-ə)	subject focus	WA	answer	data/data-few-issues/WA
ov «ɡudeɾə» əsɑv	Ո՞վ «կուտերը» ըսաւ։	sp11_d215_s2_tS_q	sp11_d215_s2_tS		sp11	penultimate stress (-ə)	subject focus	WA	question	data/data-few-issues/WA
mɑɾjɑmə «kɑkɑti» əsɑv	Մարիամը «գագաթի» ըսաւ	sp11_d216_s3_tV_a_?	sp11_d216_s3_tV	background noise	sp11	final stress	verb focus	WA	answer	data/data-moderate-issues/noise-mild/WA
vot͡ʃ	Ոչ	sp11_d216_s3_tV_i	sp11_d216_s3_tV		sp11	final stress	verb focus	WA	interjection	data/data-few-issues/WA
t͡ʃəɡɑɾtɑt͡s	չկարդաց։	sp11_d216_s3_tV_n	sp11_d216_s3_tV		sp11	final stress	verb focus	WA	negation	data/data-few-issues/WA
mɑɾjɑmə «kɑkɑti» ɡɑɾtɑt͡s	Մարիամը «գագաթի» կարդա՞ց։	sp11_d216_s3_tV_q	sp11_d216_s3_tV		sp11	final stress	verb focus	WA	question	data/data-few-issues/WA
mɑɾjɑmə «kiteɾə» əsɑv	Մարիամը «քիթերը» ըսաւ։	sp11_d217_s2_tS_a	sp11_d217_s2_tS		sp11	penultimate stress (-ə)	subject focus	WA	answer	data/data-few-issues/WA
ov «kiteɾə» əsɑv	Ո՞վ «քիթերը» ըսաւ։	sp11_d217_s2_tS_q	sp11_d217_s2_tS		sp11	penultimate stress (-ə)	subject focus	WA	question	data/data-few-issues/WA
mɑɾjɑmə «desɑɡə» əsɑv	Մարիամը «տեսակը» ըսաւ	sp11_d218_s2_tV_a_?	sp11_d218_s2_tV	pause	sp11	penultimate stress (-ə)	verb focus	WA	answer	data/data-moderate-issues/pause-mild/WA
vot͡ʃ	Ոչ	sp11_d218_s2_tV_i	sp11_d218_s2_tV		sp11	penultimate stress (-ə)	verb focus	WA	interjection	data/data-few-issues/WA
t͡ʃəɡɑɾtɑt͡s	չկարդաց։	sp11_d218_s2_tV_n	sp11_d218_s2_tV		sp11	penultimate stress (-ə)	verb focus	WA	negation	data/data-few-issues/WA
